time,velocity,acceleration,height
0.718,42.9564,-9.81,33.3749
0.719,42.9466,-9.81,33.4178
0.72,42.9368,-9.81,33.4608
0.721,42.927,-9.81,33.5037
0.722,42.9172,-9.81,33.5466
0.723,42.9074,-9.81,33.5896
0.724,42.8976,-9.81,33.6325
0.725,42.8877,-9.81,33.6754
0.726,42.8779,-9.81,33.7183
0.727,42.8681,-9.81,33.7611
0.728,42.8583,-9.81,33.804
0.729,42.8485,-9.81,33.8469
0.73,42.8387,-9.81,33.8897
0.731,42.8289,-9.81,33.9325
0.732,42.8191,-9.81,33.9754
0.733,42.8093,-9.81,34.0182
0.734,42.7995,-9.81,34.061
0.735,42.7896,-9.81,34.1038
0.736,42.7798,-9.81,34.1466
0.737,42.77,-9.81,34.1894
0.738,42.7602,-9.81,34.2321
0.739,42.7504,-9.81,34.2749
